gpu01,NVIDIA GeForce RTX 3090,yolov8x,4,73.22077922077922,6381578213.402597,25769803776,61
gpu01,NVIDIA GeForce RTX 3070 Ti,vision_transformer,4,24.86046511627907,3166633984.0,8589934592,40

gpu01,NVIDIA GeForce RTX 3070 Ti,vision_transformer,12,89.93877551020408,3577675776.0,8589934592,65
gpu01,NVIDIA GeForce RTX 3090,yolov8x,8,21.68918918918919,8817176243.891891,25769803776,9

gpu01,NVIDIA GeForce RTX 3070 Ti,vision_transformer,8,90.19565217391305,3212771328.0,8589934592,92
gpu01,NVIDIA GeForce RTX 3090,yolov8x,2,18.9125,4441440256.0,25769803776,26

gpu01,NVIDIA GeForce RTX 3070 Ti,vision_transformer,16,90.01030927835052,3976134656.0,8589934592,52
gpu01,NVIDIA GeForce RTX 3090,yolov8x,2,18.48148148148148,4441440256.0,25769803776,25

gpu01,NVIDIA GeForce RTX 3070 Ti,vision_transformer,12,90.02061855670104,3577675776.0,8589934592,65
gpu01,NVIDIA GeForce RTX 3090,yolov8x,8,21.17391304347826,8737866440.347826,25769803776,9

gpu01,NVIDIA GeForce RTX 3070 Ti,vision_transformer,4,85.29166666666667,3166633984.0,8589934592,141
gpu01,NVIDIA GeForce RTX 3090,yolov8x,2,17.012345679012345,4441440256.0,25769803776,23

gpu01,NVIDIA GeForce RTX 3070 Ti,vision_transformer,12,89.91752577319588,3577675776.0,8589934592,65
gpu01,NVIDIA GeForce RTX 3090,yolov8x,2,18.855263157894736,4441440256.0,25769803776,25

gpu01,NVIDIA GeForce RTX 3070 Ti,vision_transformer,4,84.96875,3166633984.0,8589934592,140
gpu01,NVIDIA GeForce RTX 3090,yolov8x,2,17.604938271604937,4441440256.0,25769803776,24

gpu01,NVIDIA GeForce RTX 3070 Ti,vision_transformer,16,90.41237113402062,3976134656.0,8589934592,52
gpu01,NVIDIA GeForce RTX 3090,yolov8x,2,18.710526315789473,4441440256.0,25769803776,26

gpu01,NVIDIA GeForce RTX 3090,yolov8x,2,65.80645161290323,4479324292.129032,25769803776,100
gpu01,NVIDIA GeForce RTX 3070 Ti,vision_transformer,8,22.867469879518072,3212771328.0,8589934592,25

gpu01,NVIDIA GeForce RTX 3070 Ti,vision_transformer,12,90.11224489795919,3577675776.0,8589934592,65
gpu01,NVIDIA GeForce RTX 3090,yolov8x,2,19.48051948051948,4441440256.0,25769803776,27

gpu01,NVIDIA GeForce RTX 3070 Ti,vision_transformer,12,85.45263157894736,3577675776.0,8589934592,63
gpu01,NVIDIA GeForce RTX 3090,yolov8x,4,22.936708860759495,5904429418.936708,25769803776,18

gpu01,NVIDIA GeForce RTX 3070 Ti,vision_transformer,4,26.674698795180724,3166633984.0,8589934592,42
gpu01,NVIDIA GeForce RTX 3090,yolov8x,8,77.53731343283582,9522839552.0,25769803776,35

gpu01,NVIDIA GeForce RTX 3090,yolov8x,2,65.82608695652173,4478140416.0,25769803776,100
gpu01,NVIDIA GeForce RTX 3070 Ti,vision_transformer,16,28.28235294117647,3976134656.0,8589934592,16

gpu01,NVIDIA GeForce RTX 3070 Ti,vision_transformer,12,90.1938775510204,3577675776.0,8589934592,66
gpu01,NVIDIA GeForce RTX 3090,yolov8x,2,20.435897435897434,4441440256.0,25769803776,27

gpu01,NVIDIA GeForce RTX 3090,vae,2048,1.0,1513816064.0,25769803776,52
gpu01,NVIDIA GeForce RTX 3070 Ti,vision_transformer,12,29.858823529411765,3577675776.0,8589934592,21

gpu01,NVIDIA GeForce RTX 3070 Ti,vision_transformer,8,90.54347826086956,3212771328.0,8589934592,92
gpu01,NVIDIA GeForce RTX 3090,vae,128,1.0,1461387264.0,25769803776,210

gpu01,NVIDIA GeForce RTX 3070 Ti,vision_transformer,4,84.8,3166633984.0,8589934592,140
gpu01,NVIDIA GeForce RTX 3090,vae,256,0.813953488372093,1463484416.0,25769803776,96

gpu01,NVIDIA GeForce RTX 3070 Ti,vision_transformer,16,90.47422680412372,3976134656.0,8589934592,52
gpu01,NVIDIA GeForce RTX 3090,vae,256,0.9534883720930233,1463484416.0,25769803776,123

gpu01,NVIDIA GeForce RTX 3070 Ti,vision_transformer,4,84.80208333333333,3166633984.0,8589934592,140
gpu01,NVIDIA GeForce RTX 3090,vae,4096,0.2,1580924928.0,25769803776,7

gpu01,NVIDIA GeForce RTX 3090,vae,2048,1.0,1513816064.0,25769803776,51
gpu01,NVIDIA GeForce RTX 3070 Ti,vision_transformer,4,27.797619047619047,3166633984.0,8589934592,46

gpu01,NVIDIA GeForce RTX 3070 Ti,vision_transformer,4,84.9578947368421,3166633984.0,8589934592,140
gpu01,NVIDIA GeForce RTX 3090,vae,128,1.0,1461387264.0,25769803776,190

gpu01,NVIDIA GeForce RTX 3070 Ti,vision_transformer,12,90.31958762886597,3577675776.0,8589934592,65
gpu01,NVIDIA GeForce RTX 3090,vae,512,0.3181818181818182,1463484416.0,25769803776,63

